ip_block,owner
15.230.241.0/24,AWS - eu-central-1 AMAZON
35.50.143.0/24,AWS - us-east-2 AMAZON
35.50.197.0/24,AWS - eu-west-1 AMAZON
47.128.0.0/14,AWS - ap-southeast-1 AMAZON
51.206.0.0/15,AWS - me-west-1 AMAZON
52.93.127.112/32,AWS - ap-southeast-1 AMAZON
52.93.141.128/25,AWS - us-west-1 AMAZON
52.93.178.134/32,AWS - us-west-1 AMAZON
52.144.211.196/31,AWS - eu-west-2 AMAZON
52.219.72.0/22,AWS - eu-central-1 AMAZON
54.153.128.0/17,AWS - ap-southeast-2 AMAZON
54.222.58.0/28,AWS - cn-north-1 AMAZON
54.239.114.128/26,AWS - eu-west-1 AMAZON
122.248.192.0/18,AWS - ap-southeast-1 AMAZON
150.222.119.0/24,AWS - ap-southeast-2 AMAZON
5.60.72.0/22,AWS - us-east-1 AMAZON
13.247.0.0/16,AWS - af-south-1 AMAZON
15.230.9.12/31,AWS - eu-west-2 AMAZON
15.230.15.118/31,AWS - eu-central-1 AMAZON
15.230.39.34/31,AWS - us-east-2 AMAZON
15.230.121.2/32,AWS - me-south-1 AMAZON
15.230.218.0/24,AWS - us-east-1 AMAZON
18.192.0.0/15,AWS - eu-central-1 AMAZON
35.71.114.0/24,AWS - ap-northeast-1 AMAZON
52.93.45.128/25,AWS - ca-central-1 AMAZON
52.93.126.132/32,AWS - eu-central-1 AMAZON
52.93.127.126/32,AWS - ap-south-1 AMAZON
52.93.133.177/32,AWS - eu-south-1 AMAZON
52.93.178.183/32,AWS - us-west-1 AMAZON
52.144.215.192/31,AWS - eu-north-1 AMAZON
52.219.68.0/22,AWS - ap-northeast-1 AMAZON
54.229.0.0/16,AWS - eu-west-1 AMAZON
54.239.1.96/28,AWS - eu-north-1 AMAZON
104.255.59.103/32,AWS - ap-southeast-3 AMAZON
108.166.244.63/32,AWS - us-east-2 AMAZON
136.18.0.0/23,AWS - us-gov-west-1 AMAZON
136.18.128.0/23,AWS - us-east-1 AMAZON
136.18.142.0/23,AWS - eu-central-1 AMAZON
150.222.53.0/27,AWS - ap-southeast-5 AMAZON
208.78.132.0/23,AWS - eu-west-2 AMAZON
13.248.100.0/24,AWS - eu-north-1 AMAZON
15.230.130.0/24,AWS - us-east-1 AMAZON
15.230.183.0/24,AWS - us-east-2 AMAZON
18.160.0.0/15,AWS - GLOBAL AMAZON
35.50.212.0/24,AWS - me-south-1 AMAZON
52.93.5.0/24,AWS - ca-central-1 AMAZON
52.93.52.166/32,AWS - us-west-1 AMAZON
52.93.55.146/31,AWS - us-west-1 AMAZON
52.93.120.178/32,AWS - us-west-1 AMAZON
52.93.127.124/32,AWS - us-east-1 AMAZON
52.93.153.65/32,AWS - eu-west-2 AMAZON
52.93.153.70/32,AWS - eu-west-2 AMAZON
52.93.229.99/32,AWS - eu-west-2 AMAZON
52.144.193.128/26,AWS - us-east-1 AMAZON
54.250.0.0/16,AWS - ap-northeast-1 AMAZON
56.99.0.0/16,AWS - ap-southeast-4 AMAZON
64.252.89.0/24,AWS - eu-central-1 AMAZON
69.107.7.136/29,AWS - me-south-1 AMAZON
76.223.168.0/24,AWS - us-gov-west-1 AMAZON
107.20.0.0/14,AWS - us-east-1 AMAZON
150.222.24.64/32,AWS - us-east-1 AMAZON
3.5.160.0/22,AWS - us-west-1 AMAZON
15.221.36.0/22,AWS - ap-southeast-1 AMAZON
15.230.9.47/32,AWS - eu-west-2 AMAZON
15.230.15.164/31,AWS - eu-central-1 AMAZON
15.230.15.176/31,AWS - eu-central-1 AMAZON
15.230.40.0/24,AWS - us-east-1 AMAZON
16.150.0.0/16,AWS - us-west-2 AMAZON
46.51.192.0/20,AWS - eu-west-1 AMAZON
52.93.115.0/24,AWS - ap-south-2 AMAZON
52.93.178.161/32,AWS - us-west-1 AMAZON
52.93.193.200/32,AWS - ca-central-1 AMAZON
52.95.174.0/24,AWS - me-south-1 AMAZON
56.137.0.0/16,AWS - us-gov-west-1 AMAZON
99.77.149.0/24,AWS - sa-east-1 AMAZON
99.78.156.0/22,AWS - eu-central-1 AMAZON
104.255.59.216/32,AWS - ap-east-2 AMAZON
150.222.220.0/24,AWS - ap-south-1 AMAZON
155.146.176.0/20,AWS - us-east-1 AMAZON
3.132.0.0/14,AWS - us-east-2 AMAZON
13.248.77.0/24,AWS - ap-southeast-7 AMAZON
15.221.7.0/24,AWS - us-west-2 AMAZON
15.230.4.164/31,AWS - ap-southeast-3 AMAZON
15.230.132.0/24,AWS - eu-west-1 AMAZON
15.230.202.0/30,AWS - us-west-1 AMAZON
15.230.204.0/25,AWS - us-east-1 AMAZON
15.251.0.27/32,AWS - il-central-1 AMAZON
43.210.0.0/15,AWS - ap-southeast-7 AMAZON
52.46.208.0/21,AWS - eu-north-1 AMAZON
52.93.228.167/32,AWS - eu-west-2 AMAZON
52.94.12.0/24,AWS - us-west-1 AMAZON
52.95.187.0/24,AWS - me-central-1 AMAZON
63.32.0.0/14,AWS - eu-west-1 AMAZON
64.252.85.0/24,AWS - eu-west-2 AMAZON
108.166.244.3/32,AWS - us-east-2 AMAZON
3.4.15.56/29,AWS - ap-southeast-1 AMAZON
13.36.0.0/14,AWS - eu-west-3 AMAZON
15.230.36.0/23,AWS - us-west-1 AMAZON
15.230.39.54/31,AWS - us-east-2 AMAZON
16.12.48.0/21,AWS - ap-southeast-1 AMAZON
52.93.91.101/32,AWS - us-east-1 AMAZON
54.25.15.0/24,AWS - us-east-1 AMAZON
70.232.80.0/21,AWS - ap-southeast-4 AMAZON
99.82.184.0/22,AWS - ap-southeast-2 AMAZON
104.255.59.212/32,AWS - ap-east-2 AMAZON
150.222.43.128/27,AWS - ap-southeast-2 AMAZON
150.222.121.0/24,AWS - eu-west-1 AMAZON
150.222.152.37/32,AWS - eu-central-1 AMAZON
150.222.234.34/31,AWS - us-west-1 AMAZON
172.96.98.0/24,AWS - eu-west-1 AMAZON
15.177.94.0/24,AWS - ap-south-2 AMAZON
15.230.123.0/24,AWS - ap-northeast-1 AMAZON
35.96.11.0/24,AWS - us-west-2 AMAZON
52.46.252.0/22,AWS - us-east-1 AMAZON
52.93.86.166/32,AWS - us-east-1 AMAZON
52.93.88.198/32,AWS - us-east-1 AMAZON
52.93.95.0/24,AWS - ap-northeast-1 AMAZON
52.93.126.198/32,AWS - eu-south-1 AMAZON
52.93.153.99/32,AWS - eu-west-2 AMAZON
52.94.152.67/32,AWS - us-west-1 AMAZON
52.95.255.16/28,AWS - ap-southeast-2 AMAZON
52.219.141.0/24,AWS - us-east-2 AMAZON
52.219.255.0/24,AWS - us-west-1 AMAZON
54.240.236.38/32,AWS - eu-south-1 AMAZON
56.245.0.0/16,AWS - ap-south-1 AMAZON
63.176.0.0/14,AWS - eu-central-1 AMAZON
96.0.40.0/21,AWS - af-south-1 AMAZON
150.222.144.99/32,AWS - eu-central-1 AMAZON
150.222.160.32/32,AWS - eu-west-1 AMAZON
216.39.136.0/21,AWS - eu-west-2 AMAZON
15.230.0.12/31,AWS - sa-east-1 AMAZON
15.230.87.0/24,AWS - us-east-1 AMAZON
18.236.0.0/15,AWS - us-west-2 AMAZON
35.50.226.0/24,AWS - ap-northeast-1 AMAZON
52.93.86.192/32,AWS - us-east-1 AMAZON
52.93.127.104/32,AWS - cn-northwest-1 AMAZON
52.94.249.80/28,AWS - us-west-1 AMAZON
52.95.139.0/24,AWS - eu-central-2 AMAZON
54.240.198.0/24,AWS - us-west-1 AMAZON
64.252.74.0/24,AWS - us-east-2 AMAZON
99.77.183.0/24,AWS - us-gov-east-1 AMAZON
150.222.25.37/32,AWS - us-east-1 AMAZON
150.222.227.0/24,AWS - us-east-1 AMAZON
151.148.16.8/31,AWS - us-west-1 AMAZON
13.248.32.0/20,AWS - ap-east-1 AMAZON
52.94.199.0/24,AWS - us-east-2 AMAZON
52.95.128.0/21,AWS - ap-southeast-2 AMAZON
52.119.206.0/23,AWS - us-east-1 AMAZON
52.219.162.0/23,AWS - ap-northeast-1 AMAZON
64.252.79.0/24,AWS - sa-east-1 AMAZON
108.166.244.9/32,AWS - us-east-2 AMAZON
150.222.152.38/32,AWS - eu-central-1 AMAZON
205.251.252.0/23,AWS - GLOBAL AMAZON
13.196.0.0/14,AWS - ap-northeast-1 AMAZON
13.248.113.0/24,AWS - eu-west-1 AMAZON
15.188.0.0/16,AWS - eu-west-3 AMAZON
15.230.15.120/31,AWS - eu-central-1 AMAZON
15.230.39.220/31,AWS - us-east-2 AMAZON
15.230.251.4/31,AWS - ap-southeast-1 AMAZON
18.116.0.0/14,AWS - us-east-2 AMAZON
52.93.24.0/21,AWS - us-east-1 AMAZON
52.93.126.235/32,AWS - sa-east-1 AMAZON
52.93.127.218/32,AWS - us-east-1 AMAZON
52.93.127.239/32,AWS - ap-northeast-1 AMAZON
52.93.133.153/32,AWS - eu-south-1 AMAZON
52.93.153.68/32,AWS - eu-west-2 AMAZON
52.93.178.231/32,AWS - us-west-1 AMAZON
52.95.178.0/23,AWS - ap-southeast-3 AMAZON
54.200.0.0/15,AWS - us-west-2 AMAZON
54.239.1.16/28,AWS - eu-west-3 AMAZON
83.119.64.0/18,AWS - eu-west-2 AMAZON
150.222.11.0/24,AWS - eu-west-1 AMAZON
150.222.86.0/24,AWS - eu-central-1 AMAZON
150.222.144.33/32,AWS - eu-central-1 AMAZON
185.143.16.0/24,AWS - eu-west-1 AMAZON
205.251.244.0/23,AWS - us-east-1 AMAZON
3.5.36.0/22,AWS - ap-southeast-3 AMAZON
15.230.251.0/31,AWS - ap-southeast-1 AMAZON
16.19.0.0/16,AWS - eu-central-2 AMAZON
18.99.128.0/20,AWS - ca-west-1 AMAZON
40.194.0.0/16,AWS - ap-south-2 AMAZON
52.46.92.0/22,AWS - eu-west-3 AMAZON
52.93.88.164/32,AWS - us-east-1 AMAZON
52.93.152.161/32,AWS - eu-west-2 AMAZON
52.93.199.91/32,AWS - us-east-2 AMAZON
52.93.236.0/24,AWS - us-east-1 AMAZON
54.239.98.0/24,AWS - us-east-1 AMAZON
99.77.238.0/24,AWS - ap-south-1 AMAZON
99.82.8.0/21,AWS - GLOBAL AMAZON
104.153.114.0/24,AWS - eu-central-1 AMAZON
150.222.50.64/27,AWS - eu-south-2 AMAZON
150.222.144.100/32,AWS - eu-central-1 AMAZON
13.248.79.0/24,AWS - ap-southeast-6 AMAZON
15.230.15.192/31,AWS - eu-central-1 AMAZON
35.50.239.0/24,AWS - ap-northeast-2 AMAZON
40.193.0.0/16,AWS - ap-south-2 AMAZON
52.93.88.160/32,AWS - us-east-1 AMAZON
52.93.178.187/32,AWS - us-west-1 AMAZON
52.93.229.69/32,AWS - eu-west-2 AMAZON
52.119.176.0/21,AWS - us-west-1 AMAZON
54.144.0.0/14,AWS - us-east-1 AMAZON
54.169.0.0/16,AWS - ap-southeast-1 AMAZON
54.240.236.74/32,AWS - eu-south-1 AMAZON
56.69.0.0/16,AWS - ap-southeast-5 AMAZON
63.246.113.0/24,AWS - eu-west-1 AMAZON
99.77.136.0/24,AWS - eu-central-1 AMAZON
108.166.244.57/32,AWS - us-east-2 AMAZON
150.222.182.15/32,AWS - us-west-2 AMAZON
172.106.0.0/15,AWS - ap-southeast-1 AMAZON
5.60.144.0/22,AWS - us-east-1 AMAZON
15.230.15.58/31,AWS - eu-central-1 AMAZON
15.230.74.192/26,AWS - ap-northeast-2 AMAZON
15.230.78.192/26,AWS - ap-southeast-2 AMAZON
15.230.95.0/24,AWS - us-east-1 AMAZON
35.50.133.0/24,AWS - us-west-2 AMAZON
35.71.118.0/24,AWS - ap-southeast-1 AMAZON
52.93.127.69/32,AWS - us-east-1 AMAZON
52.93.193.199/32,AWS - ca-central-1 AMAZON
52.93.228.160/32,AWS - eu-west-2 AMAZON
52.95.104.0/22,AWS - eu-west-1 AMAZON
52.119.249.0/24,AWS - me-south-1 AMAZON
54.222.91.0/24,AWS - cn-north-1 AMAZON
64.252.72.0/24,AWS - us-west-2 AMAZON
108.166.244.4/32,AWS - us-east-2 AMAZON
108.166.244.54/32,AWS - us-east-2 AMAZON
150.222.85.0/24,AWS - eu-west-1 AMAZON
150.222.245.122/31,AWS - eu-central-1 AMAZON
3.4.12.49/32,AWS - sa-east-1 AMAZON
15.190.128.0/20,AWS - ap-southeast-6 AMAZON
15.230.178.0/24,AWS - ap-southeast-3 AMAZON
15.230.192.0/24,AWS - us-east-1 AMAZON
51.200.0.0/15,AWS - eu-west-2 AMAZON
52.93.127.121/32,AWS - eu-south-1 AMAZON
52.95.168.0/24,AWS - ap-southeast-4 AMAZON
52.144.224.128/26,AWS - ap-southeast-1 AMAZON
54.192.0.0/16,AWS - GLOBAL AMAZON
54.239.0.16/28,AWS - us-west-1 AMAZON
54.239.0.96/28,AWS - ap-southeast-1 AMAZON
99.77.148.0/24,AWS - af-south-1 AMAZON
108.166.244.10/32,AWS - us-east-2 AMAZON
139.56.32.0/23,AWS - us-west-2 AMAZON
150.222.160.37/32,AWS - eu-west-1 AMAZON
5.60.188.0/22,AWS - us-west-2 AMAZON
13.192.0.0/16,AWS - ap-northeast-1 AMAZON
13.248.110.0/24,AWS - ap-southeast-3 AMAZON
15.197.32.0/23,AWS - GLOBAL AMAZON
15.230.3.0/24,AWS - ap-southeast-1 AMAZON
15.230.15.102/31,AWS - eu-central-1 AMAZON
15.230.39.40/31,AWS - us-east-2 AMAZON
15.230.108.0/24,AWS - us-east-1 AMAZON
15.251.0.7/32,AWS - us-west-1 AMAZON
52.93.71.38/32,AWS - eu-west-1 AMAZON
52.95.240.0/24,AWS - sa-east-1 AMAZON
52.219.16.0/22,AWS - ap-northeast-1 AMAZON
75.101.128.0/17,AWS - us-east-1 AMAZON
96.0.16.0/21,AWS - us-east-1 AMAZON
104.255.56.24/32,AWS - us-east-1 AMAZON
104.255.59.238/32,AWS - ap-southeast-6 AMAZON
150.222.24.37/32,AWS - us-east-1 AMAZON
150.222.49.0/27,AWS - ap-northeast-3 AMAZON
204.246.173.0/24,AWS - GLOBAL AMAZON
3.4.3.0/24,AWS - us-west-2 AMAZON
15.222.0.0/15,AWS - ca-central-1 AMAZON
15.230.15.90/31,AWS - eu-central-1 AMAZON
16.12.74.0/24,AWS - ap-southeast-2 AMAZON
16.180.0.0/16,AWS - me-south-1 AMAZON
52.93.12.0/24,AWS - us-west-2 AMAZON
52.93.62.0/24,AWS - us-east-2 AMAZON
52.93.127.127/32,AWS - ap-south-1 AMAZON
52.94.176.0/20,AWS - us-west-2 AMAZON
69.235.128.0/18,AWS - cn-northwest-1 AMAZON
99.77.240.0/24,AWS - ap-southeast-1 AMAZON
150.222.234.142/31,AWS - us-west-1 AMAZON
155.146.192.0/20,AWS - us-east-1 AMAZON
5.60.248.0/22,AWS - ap-southeast-2 AMAZON
15.221.50.0/24,AWS - eu-west-3 AMAZON
15.230.15.52/31,AWS - eu-central-1 AMAZON
15.230.15.208/31,AWS - eu-central-1 AMAZON
15.230.106.0/24,AWS - eu-west-2 AMAZON
52.93.20.0/24,AWS - us-west-2 AMAZON
52.93.127.96/32,AWS - cn-northwest-1 AMAZON
52.93.146.0/24,AWS - sa-east-1 AMAZON
52.144.192.0/26,AWS - us-east-1 AMAZON
56.244.0.0/16,AWS - ap-south-1 AMAZON
150.222.112.0/24,AWS - ap-southeast-2 AMAZON
150.222.160.33/32,AWS - eu-west-1 AMAZON
150.222.182.16/32,AWS - us-west-2 AMAZON
204.236.128.0/18,AWS - us-west-1 AMAZON
3.4.12.19/32,AWS - ap-south-1 AMAZON
3.5.208.0/22,AWS - ap-south-1 AMAZON
5.60.156.0/22,AWS - us-west-2 AMAZON
15.177.76.0/24,AWS - ap-northeast-2 AMAZON
15.177.105.0/24,AWS - ap-southeast-6 AMAZON
15.230.135.0/24,AWS - us-east-2 AMAZON
52.30.0.0/15,AWS - eu-west-1 AMAZON
52.93.201.80/28,AWS - us-west-1 AMAZON
52.94.8.0/24,AWS - ap-northeast-1 AMAZON
52.94.249.64/28,AWS - us-west-2 AMAZON
54.92.0.0/17,AWS - ap-northeast-1 AMAZON
54.154.0.0/16,AWS - eu-west-1 AMAZON
56.97.0.0/16,AWS - ap-southeast-4 AMAZON
64.252.76.0/24,AWS - us-east-2 AMAZON
67.202.0.0/18,AWS - us-east-1 AMAZON
99.77.251.0/24,AWS - us-west-1 AMAZON
103.246.148.0/23,AWS - ap-southeast-1 AMAZON
108.166.244.40/32,AWS - us-east-2 AMAZON
150.222.27.0/24,AWS - eu-central-1 AMAZON
150.222.53.224/27,AWS - ap-east-2 AMAZON
150.222.234.56/31,AWS - us-west-1 AMAZON
3.3.24.0/22,AWS - us-west-1 AMAZON
3.30.0.0/15,AWS - us-gov-west-1 AMAZON
5.60.104.0/22,AWS - us-east-1 AMAZON
15.181.253.0/24,AWS - us-west-2 AMAZON
15.197.0.0/23,AWS - GLOBAL AMAZON
18.34.0.0/19,AWS - us-east-1 AMAZON
35.71.119.0/24,AWS - ca-central-1 AMAZON
43.249.47.0/24,AWS - ap-east-1 AMAZON
52.93.55.156/31,AWS - us-west-1 AMAZON
52.93.228.195/32,AWS - eu-west-2 AMAZON
54.226.0.0/15,AWS - us-east-1 AMAZON
54.230.200.0/21,AWS - GLOBAL AMAZON
150.222.37.192/26,AWS - eu-west-2 AMAZON
161.188.120.0/22,AWS - us-east-1 AMAZON
162.250.237.0/24,AWS - us-east-1 AMAZON
3.112.0.0/14,AWS - ap-northeast-1 AMAZON
3.144.0.0/13,AWS - us-east-2 AMAZON
15.220.168.0/21,AWS - eu-north-1 AMAZON
52.93.53.5/32,AWS - us-west-1 AMAZON
52.93.178.166/32,AWS - us-west-1 AMAZON
52.93.199.45/32,AWS - us-east-2 AMAZON
52.94.128.0/22,AWS - us-west-2 AMAZON
52.95.244.0/24,AWS - eu-west-1 AMAZON
64.187.128.0/20,AWS - us-east-1 AMAZON
64.252.111.0/24,AWS - ap-northeast-1 AMAZON
99.82.188.0/22,AWS - us-east-1 AMAZON
108.166.244.62/32,AWS - us-east-2 AMAZON
172.96.110.0/24,AWS - us-east-2 AMAZON
3.2.53.0/24,AWS - eu-central-1 AMAZON
15.230.18.0/24,AWS - us-east-1 AMAZON
15.230.149.11/32,AWS - ap-southeast-2 AMAZON
18.231.0.0/16,AWS - sa-east-1 AMAZON
52.93.127.201/32,AWS - us-east-1 AMAZON
52.94.152.182/32,AWS - ap-southeast-2 AMAZON
54.252.0.0/16,AWS - ap-southeast-2 AMAZON
64.252.125.0/24,AWS - us-east-1 AMAZON
120.253.240.192/26,AWS - GLOBAL AMAZON
150.222.79.0/24,AWS - us-east-1 AMAZON
3.4.12.43/32,AWS - eu-west-2 AMAZON
3.224.0.0/12,AWS - us-east-1 AMAZON
13.248.68.0/24,AWS - eu-central-2 AMAZON
15.230.15.136/31,AWS - eu-central-1 AMAZON
15.230.39.2/31,AWS - us-east-2 AMAZON
35.50.227.0/24,AWS - ap-northeast-1 AMAZON
35.50.233.0/24,AWS - ap-south-1 AMAZON
35.71.104.0/24,AWS - me-central-1 AMAZON
35.71.117.0/24,AWS - us-west-1 AMAZON
51.0.16.0/21,AWS - eusc-de-east-1 AMAZON
52.93.52.164/32,AWS - us-west-1 AMAZON
52.93.88.195/32,AWS - us-east-1 AMAZON
52.93.90.160/32,AWS - us-east-1 AMAZON
52.93.229.149/32,AWS - eu-west-2 AMAZON
52.94.216.0/21,AWS - eu-west-1 AMAZON
52.144.192.192/26,AWS - us-east-1 AMAZON
52.144.196.192/26,AWS - us-east-2 AMAZON
54.221.0.0/16,AWS - us-east-1 AMAZON
54.240.202.0/24,AWS - us-east-1 AMAZON
54.255.0.0/16,AWS - ap-southeast-1 AMAZON
56.136.0.0/16,AWS - us-gov-west-1 AMAZON
56.186.0.0/16,AWS - me-south-1 AMAZON
150.222.24.66/32,AWS - us-east-1 AMAZON
15.177.102.0/24,AWS - mx-central-1 AMAZON
15.230.72.0/26,AWS - us-east-2 AMAZON
35.50.132.0/24,AWS - us-west-2 AMAZON
52.93.33.224/32,AWS - ap-southeast-2 AMAZON
52.93.86.195/32,AWS - us-east-1 AMAZON
52.93.127.159/32,AWS - eu-west-1 AMAZON
52.94.152.189/32,AWS - us-gov-west-1 AMAZON
52.119.248.0/24,AWS - ap-east-1 AMAZON
52.144.205.0/26,AWS - us-west-1 AMAZON
54.239.0.144/28,AWS - cn-north-1 AMAZON
99.77.56.0/21,AWS - ap-northeast-1 AMAZON
150.222.44.32/27,AWS - eu-west-1 AMAZON
15.228.0.0/15,AWS - sa-east-1 AMAZON
15.230.15.28/32,AWS - eu-central-1 AMAZON
15.230.15.170/31,AWS - eu-central-1 AMAZON
16.193.0.0/16,AWS - eu-north-1 AMAZON
51.44.0.0/16,AWS - eu-west-3 AMAZON
52.93.57.0/24,AWS - af-south-1 AMAZON
52.93.127.93/32,AWS - cn-northwest-1 AMAZON
52.93.127.254/32,AWS - ap-northeast-1 AMAZON
52.93.153.103/32,AWS - eu-west-2 AMAZON
52.93.199.103/32,AWS - us-east-2 AMAZON
52.95.63.0/24,AWS - us-east-1 AMAZON
69.107.7.40/29,AWS - us-east-1 AMAZON
99.83.102.0/24,AWS - ap-southeast-1 AMAZON
108.166.244.35/32,AWS - us-east-2 AMAZON
157.241.0.0/16,AWS - me-south-1 AMAZON
15.181.112.0/22,AWS - us-east-1 AMAZON
15.230.15.32/31,AWS - eu-central-1 AMAZON
15.230.189.128/25,AWS - eu-west-2 AMAZON
16.12.15.0/24,AWS - eu-west-2 AMAZON
52.93.90.164/32,AWS - us-east-1 AMAZON
52.93.126.215/32,AWS - us-east-1 AMAZON
52.93.127.177/32,AWS - ap-northeast-1 AMAZON
52.93.127.196/32,AWS - ca-central-1 AMAZON
52.93.127.217/32,AWS - us-east-1 AMAZON
52.93.136.0/24,AWS - ap-northeast-1 AMAZON
52.93.199.34/32,AWS - us-east-2 AMAZON
52.94.249.208/28,AWS - ap-south-2 AMAZON
54.222.100.0/22,AWS - cn-north-1 AMAZON
54.233.0.0/18,AWS - sa-east-1 AMAZON
68.66.112.0/20,AWS - us-east-1 AMAZON
69.231.128.0/18,AWS - cn-northwest-1 AMAZON
99.77.248.0/24,AWS - eu-west-3 AMAZON
99.82.172.0/24,AWS - us-west-1 AMAZON
99.151.120.0/21,AWS - us-west-1 AMAZON
108.136.0.0/15,AWS - ap-southeast-3 AMAZON
116.129.226.128/26,AWS - GLOBAL AMAZON
150.222.82.0/24,AWS - ap-southeast-2 AMAZON
3.4.15.0/29,AWS - ap-northeast-2 AMAZON
5.60.32.0/22,AWS - eu-central-1 AMAZON
15.145.2.0/23,AWS - eu-central-1 AMAZON
15.241.0.0/16,AWS - af-south-1 AMAZON
18.34.72.0/21,AWS - us-east-2 AMAZON
35.176.0.0/15,AWS - eu-west-2 AMAZON
52.93.193.195/32,AWS - ca-central-1 AMAZON
54.239.112.0/24,AWS - us-east-1 AMAZON
70.224.192.0/18,AWS - us-west-2 AMAZON
99.77.153.0/24,AWS - us-east-2 AMAZON
150.222.42.128/26,AWS - ap-southeast-1 AMAZON
150.222.105.0/24,AWS - ap-northeast-1 AMAZON
3.4.12.52/32,AWS - eu-central-1 AMAZON
15.221.6.0/24,AWS - sa-east-1 AMAZON
15.230.79.64/26,AWS - ca-central-1 AMAZON
16.12.10.0/23,AWS - eu-north-1 AMAZON
43.221.0.0/16,AWS - ap-southeast-2 AMAZON
52.93.21.0/24,AWS - eu-west-1 AMAZON
52.93.147.0/24,AWS - us-east-1 AMAZON
52.219.148.0/23,AWS - ap-northeast-2 AMAZON
69.107.7.88/29,AWS - eu-west-3 AMAZON
99.77.155.0/24,AWS - eu-west-1 AMAZON
136.18.4.0/22,AWS - us-east-1 AMAZON
150.222.25.38/32,AWS - us-east-1 AMAZON
150.222.50.160/27,AWS - ap-south-2 AMAZON
150.222.216.0/24,AWS - us-east-1 AMAZON
150.222.252.250/31,AWS - us-west-1 AMAZON
151.148.39.0/24,AWS - ap-southeast-2 AMAZON
5.60.16.0/22,AWS - af-south-1 AMAZON
15.230.67.0/26,AWS - us-west-1 AMAZON
15.248.140.0/24,AWS - us-east-1 AMAZON
51.20.0.0/16,AWS - eu-north-1 AMAZON
52.93.127.179/32,AWS - ap-northeast-1 AMAZON
52.93.153.96/32,AWS - eu-west-2 AMAZON
52.93.178.206/32,AWS - us-west-1 AMAZON
52.93.178.230/32,AWS - us-west-1 AMAZON
52.95.255.32/28,AWS - ap-southeast-1 AMAZON
52.144.229.0/26,AWS - ap-southeast-2 AMAZON
52.219.211.0/24,AWS - eu-central-1 AMAZON
56.125.0.0/16,AWS - sa-east-1 AMAZON
69.230.192.0/18,AWS - cn-northwest-1 AMAZON
130.176.0.0/17,AWS - GLOBAL AMAZON
150.222.49.128/27,AWS - ap-southeast-3 AMAZON
150.222.234.112/31,AWS - us-west-1 AMAZON
150.222.234.128/31,AWS - us-west-1 AMAZON
160.1.0.0/16,AWS - us-gov-west-1 AMAZON
3.5.128.0/22,AWS - us-east-2 AMAZON
15.181.241.0/24,AWS - us-east-1 AMAZON
15.230.21.0/24,AWS - ca-central-1 AMAZON
15.230.67.128/26,AWS - us-west-1 AMAZON
16.195.0.0/16,AWS - eu-north-1 AMAZON
18.216.0.0/14,AWS - us-east-2 AMAZON
34.192.0.0/12,AWS - us-east-1 AMAZON
52.93.86.197/32,AWS - us-east-1 AMAZON
52.93.178.220/32,AWS - us-west-1 AMAZON
52.94.64.0/22,AWS - ca-central-1 AMAZON
99.83.100.0/24,AWS - ap-northeast-3 AMAZON
150.222.234.78/31,AWS - us-west-1 AMAZON
3.104.0.0/14,AWS - ap-southeast-2 AMAZON
13.216.0.0/13,AWS - us-east-1 AMAZON
15.177.99.0/24,AWS - il-central-1 AMAZON
15.193.5.0/24,AWS - eu-west-2 AMAZON
15.197.16.0/23,AWS - GLOBAL AMAZON
15.220.32.0/21,AWS - us-west-2 AMAZON
15.230.39.24/31,AWS - us-east-2 AMAZON
15.230.39.162/31,AWS - us-east-2 AMAZON
15.230.184.0/24,AWS - us-east-1 AMAZON
51.24.0.0/16,AWS - eu-west-2 AMAZON
52.80.0.0/16,AWS - cn-north-1 AMAZON
52.93.71.46/32,AWS - eu-west-1 AMAZON
52.93.152.193/32,AWS - eu-west-2 AMAZON
52.94.250.16/28,AWS - ap-southeast-4 AMAZON
52.95.216.0/22,AWS - GLOBAL AMAZON
52.119.232.0/21,AWS - us-east-1 AMAZON
52.144.201.128/26,AWS - ca-central-1 AMAZON
64.252.121.0/24,AWS - us-west-1 AMAZON
99.150.32.0/21,AWS - ap-southeast-2 AMAZON
108.156.0.0/14,AWS - GLOBAL AMAZON
150.222.99.0/24,AWS - us-east-1 AMAZON
150.222.200.61/32,AWS - eu-west-1 AMAZON
150.222.218.0/24,AWS - us-east-1 AMAZON
150.222.234.104/31,AWS - us-west-1 AMAZON
175.41.128.0/18,AWS - ap-southeast-1 AMAZON
3.5.196.0/22,AWS - ap-east-2 AMAZON
15.230.39.194/31,AWS - us-east-2 AMAZON
15.230.152.0/24,AWS - ap-northeast-1 AMAZON
16.67.0.0/16,AWS - us-gov-east-1 AMAZON
35.50.236.0/24,AWS - ap-southeast-1 AMAZON
35.96.1.0/24,AWS - us-west-2 AMAZON
51.204.0.0/15,AWS - me-west-1 AMAZON
52.93.33.231/32,AWS - ap-southeast-2 AMAZON
52.93.61.0/24,AWS - us-east-1 AMAZON
52.93.127.167/32,AWS - us-east-1 AMAZON
52.93.148.0/26,AWS - ap-south-1 AMAZON
52.93.152.166/32,AWS - eu-west-2 AMAZON
52.93.178.215/32,AWS - us-west-1 AMAZON
52.93.228.161/32,AWS - eu-west-2 AMAZON
54.239.108.0/22,AWS - us-east-1 AMAZON
64.252.68.0/24,AWS - us-east-1 AMAZON
